source,target,weight,layer
PLEK,BMX,0.713,DEG_HTN
PLEK,RAC2,0.732,DEG_HTN
PLEK,GRB2,0.733,DEG_HTN
PLEK,HCK,0.746,DEG_HTN
PLEK,ANK1,0.812,DEG_HTN
PLEK,MCF2,0.977,DEG_HTN
PLEKHG6,RHOG,0.727,DEG_HTN
PLXNA1,RAC2,0.943,DEG_HTN
PLXNA1,FARP2,0.875,DEG_HTN
PLXNA1,SEMA3C,0.965,DEG_HTN
PLXNA1,PLXND1,0.793,DEG_HTN
PLXNA1,PLXNB1,0.818,DEG_HTN
PLXNB1,RAC2,0.966,DEG_HTN
PLXNB1,CD72,0.846,DEG_HTN
PLXNB1,PLXND1,0.743,DEG_HTN
PLXNB1,PLXNA1,0.818,DEG_HTN
PLXND1,SEMA3C,0.988,DEG_HTN
PLXND1,PLXNB1,0.743,DEG_HTN
PLXND1,PLXNA1,0.793,DEG_HTN
PNMA2,AMPH,0.896,DEG_HTN
PNOC,SPINT2,0.724,DEG_HTN
PNOC,CHRNA2,0.758,DEG_HTN
POLL,XRCC6,0.905,DEG_HTN
POLL,SMUG1,0.804,DEG_HTN
POLL,XRCC5,0.887,DEG_HTN
POLR2E,PAF1,0.91,DEG_HTN
POLR2E,POLR2I,0.999,DEG_HTN
POLR2E,MED28,0.998,DEG_HTN
POLR2E,GTF2H4,0.971,DEG_HTN
POLR2E,MED7,0.991,DEG_HTN
POLR2E,SUPT6H,0.977,DEG_HTN
POLR2E,BRIX1,0.834,DEG_HTN
POLR2E,SNRPD2,0.725,DEG_HTN
POLR2E,TAF11,0.918,DEG_HTN
POLR2E,DKC1,0.714,DEG_HTN
POLR2E,GTF2A2,0.971,DEG_HTN
POLR2E,POLR3D,0.999,DEG_HTN
POLR2E,POLR2H,0.999,DEG_HTN
POLR2E,GPN3,0.882,DEG_HTN
POLR2E,INTS11,0.857,DEG_HTN
POLR2E,H4C4,0.875,DEG_HTN
POLR2E,CCNH,0.94,DEG_HTN
POLR2H,PAF1,0.899,DEG_HTN
POLR2H,POLR2I,0.999,DEG_HTN
POLR2H,MED28,0.843,DEG_HTN
POLR2H,GTF2H4,0.961,DEG_HTN
POLR2H,MED7,0.989,DEG_HTN
POLR2H,SUPT6H,0.925,DEG_HTN
POLR2H,SNRPD2,0.759,DEG_HTN
POLR2H,TAF11,0.92,DEG_HTN
POLR2H,GTF2A2,0.975,DEG_HTN
POLR2H,POLR3D,0.999,DEG_HTN
POLR2H,INTS11,0.812,DEG_HTN
POLR2H,H4C4,0.875,DEG_HTN
POLR2H,CCNH,0.926,DEG_HTN
POLR2H,POLR2E,0.999,DEG_HTN
POLR2I,PAF1,0.906,DEG_HTN
POLR2I,H3-3B,0.714,DEG_HTN
POLR2I,EAF2,0.75,DEG_HTN
POLR2I,POLR3D,0.762,DEG_HTN
POLR2I,SNRPD2,0.811,DEG_HTN
POLR2I,MED28,0.842,DEG_HTN
POLR2I,GPN3,0.875,DEG_HTN
POLR2I,H4C4,0.877,DEG_HTN
POLR2I,INTS11,0.889,DEG_HTN
POLR2I,TAF11,0.909,DEG_HTN
POLR2I,SUPT6H,0.93,DEG_HTN
POLR2I,CCNH,0.93,DEG_HTN
POLR2I,GTF2A2,0.966,DEG_HTN
POLR2I,GTF2H4,0.966,DEG_HTN
POLR2I,MED7,0.99,DEG_HTN
POLR2I,POLR2E,0.999,DEG_HTN
POLR2I,POLR2H,0.999,DEG_HTN
POLR3D,POLR2I,0.762,DEG_HTN
POLR3D,GPN3,0.865,DEG_HTN
POLR3D,POLR2E,0.999,DEG_HTN
POLR3D,POLR2H,0.999,DEG_HTN
POSTN,COL1A1,0.903,DEG_HTN
POSTN,LUM,0.913,DEG_HTN
POSTN,COL6A3,0.819,DEG_HTN
POSTN,ITGB5,0.738,DEG_HTN
POSTN,NDUFS2,0.876,DEG_HTN
POU2AF1,CD19,0.806,DEG_HTN
POU2AF1,PAX5,0.884,DEG_HTN
POU2AF1,CD79B,0.812,DEG_HTN
PPCS,CTH,0.81,DEG_HTN
PPP1R13L,MAPRE1,0.809,DEG_HTN
PPP1R3D,PHKA2,0.706,DEG_HTN
PPP1R3D,PHKG2,0.72,DEG_HTN
PPP3CC,PLCG2,0.907,DEG_HTN
PQBP1,CDC40,0.804,DEG_HTN
PQBP1,IK,0.806,DEG_HTN
PQBP1,HSPA8,0.809,DEG_HTN
PRCP,MME,0.952,DEG_HTN
PREB,RER1,0.868,DEG_HTN
PREB,SEC31A,0.904,DEG_HTN
PREB,SEC13,0.977,DEG_HTN
PRIM2,NACA-2,0.942,DEG_HTN
PRKCA,EGFR,0.932,DEG_HTN
PRKCA,GNB2,0.79,DEG_HTN
PRKCA,ITPR1,0.937,DEG_HTN
PRKCA,PRKCD,0.967,DEG_HTN
PRKCA,EZR,0.953,DEG_HTN
PRKCA,ADCY2,0.713,DEG_HTN
PRKCA,ANXA6,0.794,DEG_HTN
PRKCA,CREB5,0.705,DEG_HTN
PRKCA,ELK1,0.912,DEG_HTN
PRKCA,GRIN2B,0.747,DEG_HTN
PRKCA,MARCKS,0.908,DEG_HTN
PRKCA,LYN,0.914,DEG_HTN
PRKCA,PLCG2,0.949,DEG_HTN
PRKCA,PRKCB,0.963,DEG_HTN
PRKCA,RACK1,0.97,DEG_HTN
PRKCB,BLNK,0.734,DEG_HTN
PRKCB,ITGB7,0.712,DEG_HTN
PRKCB,GNB2,0.704,DEG_HTN
PRKCB,ITPR1,0.937,DEG_HTN
PRKCB,PRKCD,0.966,DEG_HTN
PRKCB,EZR,0.903,DEG_HTN
PRKCB,ADCY2,0.768,DEG_HTN
PRKCB,CREB5,0.737,DEG_HTN
PRKCB,NCF2,0.922,DEG_HTN
PRKCB,ELK1,0.902,DEG_HTN
PRKCB,NCF4,0.926,DEG_HTN
PRKCB,PRKCA,0.963,DEG_HTN
PRKCB,RACK1,0.925,DEG_HTN
PRKCB,LYN,0.947,DEG_HTN
PRKCB,PLCG2,0.973,DEG_HTN
PRKCD,RAC2,0.946,DEG_HTN
PRKCD,CDCP1,0.81,DEG_HTN
PRKCD,HSP90AA1,0.78,DEG_HTN
PRKCD,IRS4,0.909,DEG_HTN
PRKCD,ADCY2,0.91,DEG_HTN
PRKCD,NCF4,0.931,DEG_HTN
PRKCD,PLCG2,0.94,DEG_HTN
PRKCD,NCF2,0.94,DEG_HTN
PRKCD,MARCKS,0.952,DEG_HTN
PRKCD,PRKCB,0.966,DEG_HTN
PRKCD,PRKCA,0.967,DEG_HTN
PRORP,DROSHA,0.733,DEG_HTN
PRORP,RPP38,0.932,DEG_HTN
PSKH1,SLC12A4,0.83,DEG_HTN
PSMC1,PSMD8,0.999,DEG_HTN
PSMC1,PSMD7,0.999,DEG_HTN
PSMC1,UBXN1,0.852,DEG_HTN
PSMC1,NGLY1,0.873,DEG_HTN
PSMC1,RAD23B,0.959,DEG_HTN
PSMC1,RPS27A,0.96,DEG_HTN
PSMC1,UBC,0.963,DEG_HTN
PSMC1,PSMD1,0.999,DEG_HTN
PSMC1,PSMD2,0.999,DEG_HTN
PSMC1,ADRM1,0.999,DEG_HTN
PSMC1,PSMC5,0.999,DEG_HTN
PSMC1,PSMD11,0.999,DEG_HTN
PSMC5,PSMD8,0.999,DEG_HTN
PSMC5,PSMD7,0.999,DEG_HTN
PSMC5,PSMC1,0.999,DEG_HTN
PSMC5,PSMD11,0.999,DEG_HTN
PSMC5,RPS27A,0.975,DEG_HTN
PSMC5,PSMD1,0.999,DEG_HTN
PSMC5,PSMD2,0.999,DEG_HTN
PSMC5,RACK1,0.723,DEG_HTN
PSMC5,RPL11,0.725,DEG_HTN
PSMC5,RPL5,0.76,DEG_HTN
PSMC5,SSNA1,0.77,DEG_HTN
PSMC5,RAD23B,0.867,DEG_HTN
PSMC5,UBC,0.967,DEG_HTN
PSMC5,ADRM1,0.998,DEG_HTN
PSMD1,PSMD8,0.999,DEG_HTN
PSMD1,PSMD7,0.999,DEG_HTN
PSMD1,PSMC1,0.999,DEG_HTN
PSMD1,PSMD11,0.999,DEG_HTN
PSMD1,RPS27A,0.976,DEG_HTN
PSMD1,RAD23B,0.836,DEG_HTN
PSMD1,UBC,0.966,DEG_HTN
PSMD1,ADRM1,0.999,DEG_HTN
PSMD1,PSMC5,0.999,DEG_HTN
PSMD1,PSMD2,0.999,DEG_HTN
PSMD11,PSMD8,0.999,DEG_HTN
PSMD11,PSMD7,0.999,DEG_HTN
PSMD11,PSMC1,0.999,DEG_HTN
PSMD11,RAD23B,0.784,DEG_HTN
PSMD11,IQGAP1,0.792,DEG_HTN
PSMD11,UBC,0.959,DEG_HTN
PSMD11,RPS27A,0.975,DEG_HTN
PSMD11,PSMD1,0.999,DEG_HTN
PSMD11,PSMD2,0.999,DEG_HTN
PSMD11,ADRM1,0.999,DEG_HTN
PSMD11,PSMC5,0.999,DEG_HTN
PSMD2,PSMD8,0.999,DEG_HTN
PSMD2,PSMD7,0.999,DEG_HTN
PSMD2,PSMC1,0.999,DEG_HTN
PSMD2,PSMD11,0.999,DEG_HTN
PSMD2,RPS27A,0.996,DEG_HTN
PSMD2,CCT5,0.794,DEG_HTN
PSMD2,PSMD1,0.999,DEG_HTN
PSMD2,RACK1,0.734,DEG_HTN
PSMD2,RAD23B,0.953,DEG_HTN
PSMD2,UBC,0.989,DEG_HTN
PSMD2,PSMC5,0.999,DEG_HTN
PSMD2,ADRM1,0.999,DEG_HTN
PSMD7,PSMD8,0.999,DEG_HTN
PSMD7,RAD23B,0.76,DEG_HTN
PSMD7,EIF3H,0.94,DEG_HTN
PSMD7,RPS27A,0.96,DEG_HTN
PSMD7,UBC,0.961,DEG_HTN
PSMD7,ADRM1,0.999,DEG_HTN
PSMD7,PSMD11,0.999,DEG_HTN
PSMD7,PSMC5,0.999,DEG_HTN
PSMD7,PSMD1,0.999,DEG_HTN
PSMD7,PSMC1,0.999,DEG_HTN
PSMD7,PSMD2,0.999,DEG_HTN
PSMD8,RAD23B,0.742,DEG_HTN
PSMD8,UBC,0.954,DEG_HTN
PSMD8,RPS27A,0.964,DEG_HTN
PSMD8,PSMC1,0.999,DEG_HTN
PSMD8,PSMD1,0.999,DEG_HTN
PSMD8,PSMD7,0.999,DEG_HTN
PSMD8,PSMD2,0.999,DEG_HTN
PSMD8,ADRM1,0.999,DEG_HTN
PSMD8,PSMC5,0.999,DEG_HTN
PSMD8,PSMD11,0.999,DEG_HTN
PSTPIP1,PXN,0.714,DEG_HTN
PTCRA,CD3G,0.792,DEG_HTN
PTGES,PTGIS,0.971,DEG_HTN
PTGIR,PTGIS,0.832,DEG_HTN
PTGIS,PTGIR,0.832,DEG_HTN
PTGIS,PTGES,0.971,DEG_HTN
PTH1R,IHH,0.742,DEG_HTN
PTH1R,GNAI3,0.91,DEG_HTN
PTH1R,ARRB2,0.98,DEG_HTN
PTH1R,ARRB1,0.981,DEG_HTN
PTPN2,EGFR,0.714,DEG_HTN
PTPRC,CD22,0.999,DEG_HTN
PTPRC,CCR7,0.877,DEG_HTN
PTPRC,CD27,0.804,DEG_HTN
PTPRC,IRF8,0.726,DEG_HTN
PTPRC,EGFR,0.749,DEG_HTN
PTPRC,NCKAP1L,0.721,DEG_HTN
PTPRC,RAG1,0.84,DEG_HTN
PTPRC,CD19,0.921,DEG_HTN
PTPRC,CD3E,0.912,DEG_HTN
PTPRC,FCGR1A,0.805,DEG_HTN
PTPRC,CD58,0.708,DEG_HTN
PTPRC,HCK,0.965,DEG_HTN
PTPRC,TLR7,0.821,DEG_HTN
PTPRC,SDC1,0.8,DEG_HTN
PTPRC,CD79B,0.729,DEG_HTN
PTPRC,CXCL12,0.827,DEG_HTN
PTPRC,CD8A,0.969,DEG_HTN
PTPRC,FAS,0.738,DEG_HTN
PTPRC,SIRPA,0.767,DEG_HTN
PTPRC,MME,0.775,DEG_HTN
PTPRC,CD3G,0.857,DEG_HTN
PTPRC,PECAM1,0.912,DEG_HTN
PTPRC,SELL,0.928,DEG_HTN
PTPRC,LYN,0.981,DEG_HTN
PUF60,SNRPB2,0.87,DEG_HTN
PUF60,U2AF1,0.768,DEG_HTN
PUF60,SF3B2,0.775,DEG_HTN
PUF60,SNRPD2,0.729,DEG_HTN
PUF60,KHSRP,0.767,DEG_HTN
PVR,CD27,0.744,DEG_HTN
PVR,CD96,0.999,DEG_HTN
PVR,NECTIN3,0.99,DEG_HTN
PWWP3A,SDHA,0.8,DEG_HTN
PWWP3A,NDUFS2,0.974,DEG_HTN
PWWP3A,SDHB,0.835,DEG_HTN
PXN,ARHGEF6,0.974,DEG_HTN
PXN,PSTPIP1,0.714,DEG_HTN
PXN,MYL12B,0.726,DEG_HTN
PXN,EGFR,0.825,DEG_HTN
PXN,LYN,0.829,DEG_HTN
PXN,EZR,0.85,DEG_HTN
PXN,ITGB5,0.901,DEG_HTN
PXN,GRB2,0.964,DEG_HTN
PXN,HCLS1,0.994,DEG_HTN
PXN,GIT1,0.999,DEG_HTN
PXN,GIT2,0.999,DEG_HTN
PYGL,PFKM,0.75,DEG_HTN
PYGL,H6PD,0.791,DEG_HTN
PYGL,GCK,0.805,DEG_HTN
PYGL,GYG1,0.847,DEG_HTN
PYGL,PHKA2,0.855,DEG_HTN
PYGL,PHKG2,0.858,DEG_HTN
PYGL,MGAM,0.97,DEG_HTN
QPRT,SDHA,0.92,DEG_HTN
QPRT,NT5C2,0.912,DEG_HTN
QPRT,NMRK1,0.971,DEG_HTN
QRSL1,DARS1,0.938,DEG_HTN
QRSL1,GATA2,0.785,DEG_HTN
QRSL1,LDB1,0.8,DEG_HTN
RAB11A,ARF5,0.792,DEG_HTN
RAB11A,SNX27,0.702,DEG_HTN
RAB11A,CHML,0.717,DEG_HTN
RAB11A,TBC1D4,0.728,DEG_HTN
RAB11A,STX12,0.733,DEG_HTN
RAB11A,HSP90AA1,0.885,DEG_HTN
RAB11A,GDI2,0.893,DEG_HTN
RAB17,CHML,0.745,DEG_HTN
RAB27A,CHML,0.921,DEG_HTN
RAB27A,CD63,0.84,DEG_HTN
RAB27A,TBC1D10B,0.852,DEG_HTN
RAB31,CHML,0.864,DEG_HTN
RAB31,GDI2,0.908,DEG_HTN
RAC2,ARHGDIB,0.992,DEG_HTN
RAC2,PLEK,0.732,DEG_HTN
RAC2,GNB2,0.717,DEG_HTN
RAC2,BBIP1,0.76,DEG_HTN
RAC2,HCLS1,0.768,DEG_HTN
RAC2,GIT1,0.786,DEG_HTN
RAC2,RALB,0.924,DEG_HTN
RAC2,PLXNA1,0.943,DEG_HTN
RAC2,CYFIP2,0.945,DEG_HTN
RAC2,PRKCD,0.946,DEG_HTN
RAC2,NCKAP1L,0.953,DEG_HTN
RAC2,PAK4,0.953,DEG_HTN
RAC2,VAV3,0.959,DEG_HTN
RAC2,ARHGEF6,0.966,DEG_HTN
RAC2,PLXNB1,0.966,DEG_HTN
RAC2,PLCG2,0.967,DEG_HTN
RAC2,IQGAP1,0.976,DEG_HTN
RAC2,DOCK2,0.994,DEG_HTN
RAC2,NCF2,0.999,DEG_HTN
RAC2,NCF4,0.999,DEG_HTN
RACK1,SMPD2,0.716,DEG_HTN
RACK1,EIF4H,0.725,DEG_HTN
RACK1,RPS27A,0.999,DEG_HTN
RACK1,PELO,0.959,DEG_HTN
RACK1,CCT5,0.738,DEG_HTN
RACK1,GCN1,0.912,DEG_HTN
RACK1,MRPL13,0.862,DEG_HTN
RACK1,EEF2,0.999,DEG_HTN
RACK1,RPL15,0.999,DEG_HTN
RACK1,PSMD2,0.734,DEG_HTN
RACK1,PSMC5,0.723,DEG_HTN
RACK1,DRG1,0.745,DEG_HTN
RACK1,HSP90AA1,0.91,DEG_HTN
RACK1,ZC3H15,0.829,DEG_HTN
RACK1,HNRNPA1,0.713,DEG_HTN
RACK1,MRPL24,0.836,DEG_HTN
RACK1,RPL5,0.999,DEG_HTN
RACK1,MCTS1,0.841,DEG_HTN
RACK1,MRPS15,0.831,DEG_HTN
RACK1,RPS6,0.999,DEG_HTN
RACK1,PDE4A,0.842,DEG_HTN
RACK1,EIF3CL,0.871,DEG_HTN
RACK1,PRKCA,0.97,DEG_HTN
RACK1,RPS24,0.999,DEG_HTN
RACK1,SUCLG2,0.799,DEG_HTN
RACK1,EIF1,0.984,DEG_HTN
RACK1,RPP38,0.7,DEG_HTN
RACK1,GRIN2B,0.777,DEG_HTN
RACK1,HSPA8,0.852,DEG_HTN
RACK1,SRP54,0.86,DEG_HTN
RACK1,IGF1R,0.871,DEG_HTN
RACK1,PRKCB,0.925,DEG_HTN
RACK1,NACA,0.93,DEG_HTN
RACK1,EIF3H,0.932,DEG_HTN
RACK1,ELOC,0.975,DEG_HTN
RACK1,RPS7,0.999,DEG_HTN
RACK1,RPL11,0.999,DEG_HTN
RAD23B,PSMD8,0.742,DEG_HTN
RAD23B,PSMD7,0.76,DEG_HTN
RAD23B,GTF2H4,0.756,DEG_HTN
RAD23B,PSMC1,0.959,DEG_HTN
RAD23B,PSMD11,0.784,DEG_HTN
RAD23B,MSH3,0.87,DEG_HTN
RAD23B,RPS27A,0.822,DEG_HTN
RAD23B,NGLY1,0.997,DEG_HTN
RAD23B,XPC,0.999,DEG_HTN
RAD23B,UBXN1,0.901,DEG_HTN
RAD23B,PSMD1,0.836,DEG_HTN
RAD23B,PSMD2,0.953,DEG_HTN
RAD23B,PSMC5,0.867,DEG_HTN
RAD23B,ADRM1,0.817,DEG_HTN
RAD23B,CCNH,0.832,DEG_HTN
RAD23B,USP25,0.849,DEG_HTN
RAD23B,PHF21A,0.908,DEG_HTN
RAD23B,XRCC6,0.946,DEG_HTN
RAD23B,XRCC5,0.947,DEG_HTN
RAD23B,UBC,0.97,DEG_HTN
RAD51C,CHEK1,0.731,DEG_HTN
RAG1,UBE2D2,0.761,DEG_HTN
RAG1,PTPRC,0.84,DEG_HTN
RAG1,FOXO1,0.848,DEG_HTN
RAG1,CD8A,0.859,DEG_HTN
RAG1,HMGB1,0.887,DEG_HTN
RALB,RAC2,0.924,DEG_HTN
RAMP3,CALCA,0.986,DEG_HTN
RAMP3,ADM,0.999,DEG_HTN
RANGAP1,NEMP1,0.846,DEG_HTN
RANGAP1,SEC13,0.728,DEG_HTN
RANGAP1,NUP88,0.874,DEG_HTN
RARG,PBX1,0.731,DEG_HTN
RASGRP3,SOS2,0.917,DEG_HTN
RASGRP3,PLCG2,0.933,DEG_HTN
RBM10,U2AF1,0.827,DEG_HTN
RBM10,IK,0.711,DEG_HTN
RBM10,NUMB,0.715,DEG_HTN
RBM22,AQR,0.999,DEG_HTN
RBM22,U2AF1,0.732,DEG_HTN
RBM22,LSM3,0.809,DEG_HTN
RBM22,LSM5,0.837,DEG_HTN
RBM22,CIR1,0.857,DEG_HTN
RBM22,LSM2,0.868,DEG_HTN
RBM22,NCBP2,0.898,DEG_HTN
RBM22,SF3B2,0.931,DEG_HTN
RBM22,RNF113A,0.964,DEG_HTN
RBM22,DHX16,0.985,DEG_HTN
RBM22,DHX8,0.996,DEG_HTN
RBM22,SNRPB2,0.997,DEG_HTN
RBM22,SNRPD2,0.997,DEG_HTN
RBM22,SNRNP200,0.998,DEG_HTN
RBM22,SNW1,0.999,DEG_HTN
RBM22,BUD31,0.999,DEG_HTN
RBM22,CDC40,0.999,DEG_HTN
RBM41,SNRNP200,0.756,DEG_HTN
RBM41,SF3B2,0.832,DEG_HTN
RBM41,SNRPD2,0.891,DEG_HTN
RBM41,ZMAT5,0.789,DEG_HTN
RBM41,BUD31,0.768,DEG_HTN
RBP4,TTR,0.999,DEG_HTN
RBP4,APCS,0.775,DEG_HTN
RBP4,CYP2C18,0.716,DEG_HTN
RDX,MYH9,0.849,DEG_HTN
RDX,RIPOR2,0.825,DEG_HTN
RDX,FSCN2,0.829,DEG_HTN
RDX,EZR,0.999,DEG_HTN
RDX,MME,0.911,DEG_HTN
RDX,MCF2,0.703,DEG_HTN
RDX,SELL,0.858,DEG_HTN
RER1,PREB,0.868,DEG_HTN
RET,EGFR,0.826,DEG_HTN
RET,GFRA4,0.985,DEG_HTN
RET,BDNF,0.741,DEG_HTN
RET,GRB7,0.811,DEG_HTN
RET,TRIM33,0.823,DEG_HTN
RET,SDHB,0.883,DEG_HTN
RET,GRB2,0.952,DEG_HTN
RGS2,GNAI3,0.976,DEG_HTN
RHOBTB3,CUL3,0.931,DEG_HTN
RHOG,ARHGDIB,0.806,DEG_HTN
RHOG,PLEKHG6,0.727,DEG_HTN
RHOG,PAK4,0.741,DEG_HTN
RHOG,ITSN1,0.779,DEG_HTN
RHOG,DOCK2,0.81,DEG_HTN
RHOG,MCF2,0.85,DEG_HTN
RHOG,VAV3,0.895,DEG_HTN
RIPOR2,MYH9,0.83,DEG_HTN
RIPOR2,EZR,0.8,DEG_HTN
RIPOR2,FSCN2,0.824,DEG_HTN
RIPOR2,RDX,0.825,DEG_HTN
RLIM,RPS27A,0.91,DEG_HTN
RLIM,UBXN1,0.785,DEG_HTN
RLIM,LHX3,0.779,DEG_HTN
RLIM,LDB1,0.917,DEG_HTN
RLIM,UBC,0.937,DEG_HTN
RLIM,UBE2D2,0.97,DEG_HTN
RNF113A,AQR,0.841,DEG_HTN
RNF113A,RBM22,0.964,DEG_HTN
RNF113A,SNRPB2,0.988,DEG_HTN
RNF113A,LSM3,0.901,DEG_HTN
RNF113A,SNRNP200,0.999,DEG_HTN
RNF113A,SF3B2,0.999,DEG_HTN
RNF113A,SNRPD2,0.991,DEG_HTN
RNF113A,CDC40,0.987,DEG_HTN
RNF113A,LSM2,0.908,DEG_HTN
RNF113A,LSM5,0.913,DEG_HTN
RNF113A,SNW1,0.935,DEG_HTN
RNF113A,IK,0.968,DEG_HTN
RNF113A,BUD31,0.982,DEG_HTN
RNF113A,DHX16,0.998,DEG_HTN
ROCK1,MYH9,0.784,DEG_HTN
ROCK1,ROCK2,0.988,DEG_HTN
ROCK1,HSP90AA1,0.784,DEG_HTN
ROCK1,MYL12A,0.928,DEG_HTN
ROCK1,MYL12B,0.958,DEG_HTN
ROCK2,MYL12A,0.93,DEG_HTN
ROCK2,MYL12B,0.954,DEG_HTN
ROCK2,ROCK1,0.988,DEG_HTN
RORB,NCOA1,0.845,DEG_HTN
RPGRIP1,TULP1,0.87,DEG_HTN
RPGRIP1,GUCY2D,0.945,DEG_HTN
RPGRIP1,PITPNM3,0.723,DEG_HTN
RPGRIP1,ABCA4,0.782,DEG_HTN
RPGRIP1,CDHR1,0.756,DEG_HTN
RPGRIP1,CEP290,0.951,DEG_HTN
RPL11,ACO2,0.71,DEG_HTN
RPL11,MDM2,0.999,DEG_HTN
RPL11,MTIF2,0.947,DEG_HTN
RPL11,RPS27A,0.999,DEG_HTN
RPL11,PELO,0.889,DEG_HTN
RPL11,GUF1,0.9,DEG_HTN
RPL11,NEMF,0.948,DEG_HTN
RPL11,GCN1,0.878,DEG_HTN
RPL11,MRPL13,0.973,DEG_HTN
RPL11,EEF2,0.999,DEG_HTN
RPL11,RPL15,0.999,DEG_HTN
RPL11,PSMC5,0.725,DEG_HTN
RPL11,MRPL40,0.908,DEG_HTN
RPL11,SNRPD2,0.75,DEG_HTN
RPL11,MRPL24,0.975,DEG_HTN
RPL11,RPL5,0.999,DEG_HTN
RPL11,GNL2,0.967,DEG_HTN
RPL11,MRPS15,0.967,DEG_HTN
RPL11,OTUD3,0.899,DEG_HTN
RPL11,RPS6,0.999,DEG_HTN
RPL11,EBNA1BP2,0.719,DEG_HTN
RPL11,RPS24,0.999,DEG_HTN
RPL11,RACK1,0.999,DEG_HTN
RPL11,EIF3H,0.84,DEG_HTN
RPL11,NACA,0.965,DEG_HTN
RPL11,SRP54,0.993,DEG_HTN
RPL11,RPP38,0.864,DEG_HTN
RPL11,NSA2,0.984,DEG_HTN
RPL11,RPS7,0.999,DEG_HTN
RPL15,MTIF2,0.837,DEG_HTN
RPL15,RPS27A,0.999,DEG_HTN
RPL15,PELO,0.865,DEG_HTN
RPL15,NEMF,0.803,DEG_HTN
RPL15,GCN1,0.886,DEG_HTN
RPL15,MRPL13,0.965,DEG_HTN
RPL15,EEF2,0.999,DEG_HTN
RPL15,UBC,0.706,DEG_HTN
RPL15,RPP38,0.813,DEG_HTN
RPL15,NOC3L,0.847,DEG_HTN
RPL15,EBNA1BP2,0.891,DEG_HTN
RPL15,SRP54,0.891,DEG_HTN
RPL15,GNL2,0.92,DEG_HTN
RPL15,BRIX1,0.929,DEG_HTN
RPL15,FTSJ3,0.947,DEG_HTN
RPL15,MRPL24,0.971,DEG_HTN
RPL15,MRPS15,0.972,DEG_HTN
RPL15,NACA,0.978,DEG_HTN
RPL15,NSA2,0.991,DEG_HTN
RPL15,RPL11,0.999,DEG_HTN
RPL15,RPS24,0.999,DEG_HTN
RPL15,RACK1,0.999,DEG_HTN
RPL15,RPL5,0.999,DEG_HTN
RPL15,RPS7,0.999,DEG_HTN
RPL15,RPS6,0.999,DEG_HTN
RPL5,MDM2,0.999,DEG_HTN
RPL5,MARS1,0.757,DEG_HTN
RPL5,MTIF2,0.957,DEG_HTN
RPL5,RPS27A,0.999,DEG_HTN
RPL5,PELO,0.891,DEG_HTN
RPL5,CCT5,0.738,DEG_HTN
RPL5,GUF1,0.901,DEG_HTN
RPL5,NEMF,0.914,DEG_HTN
RPL5,GCN1,0.916,DEG_HTN
RPL5,MRPL13,0.975,DEG_HTN
RPL5,EEF2,0.999,DEG_HTN
RPL5,RPL15,0.999,DEG_HTN
RPL5,PSMC5,0.76,DEG_HTN
RPL5,DRG1,0.701,DEG_HTN
RPL5,HSP90AA1,0.718,DEG_HTN
RPL5,ZC3H15,0.795,DEG_HTN
RPL5,HNRNPA1,0.816,DEG_HTN
RPL5,MRPL24,0.971,DEG_HTN
RPL5,DKC1,0.707,DEG_HTN
RPL5,EIF3H,0.742,DEG_HTN
RPL5,VARS1,0.845,DEG_HTN
RPL5,RPP38,0.863,DEG_HTN
RPL5,OTUD3,0.901,DEG_HTN
RPL5,MRPS15,0.969,DEG_HTN
RPL5,NACA,0.98,DEG_HTN
RPL5,GNL2,0.989,DEG_HTN
RPL5,NSA2,0.991,DEG_HTN
RPL5,SRP54,0.994,DEG_HTN
RPL5,RACK1,0.999,DEG_HTN
RPL5,RPL11,0.999,DEG_HTN
RPL5,RPS24,0.999,DEG_HTN
RPL5,RPS6,0.999,DEG_HTN
RPL5,RPS7,0.999,DEG_HTN
RPN1,SRP54,0.74,DEG_HTN
RPN1,SEC13,0.749,DEG_HTN
RPN1,HSPA5,0.795,DEG_HTN
RPN1,OS9,0.801,DEG_HTN
RPP38,UTP3,0.853,DEG_HTN
RPP38,NAT10,0.88,DEG_HTN
RPP38,MTIF2,0.706,DEG_HTN
RPP38,WDR3,0.858,DEG_HTN
RPP38,RPL15,0.813,DEG_HTN
RPP38,SNRNP200,0.895,DEG_HTN
RPP38,BRIX1,0.827,DEG_HTN
RPP38,DKC1,0.852,DEG_HTN
RPP38,RPL5,0.863,DEG_HTN
RPP38,UTP11,0.882,DEG_HTN
RPP38,RPS6,0.985,DEG_HTN
RPP38,UTP14A,0.703,DEG_HTN
RPP38,WDR43,0.861,DEG_HTN
RPP38,DNTTIP2,0.801,DEG_HTN
RPP38,RPS24,0.916,DEG_HTN
RPP38,DROSHA,0.81,DEG_HTN
RPP38,RACK1,0.7,DEG_HTN
RPP38,PRORP,0.932,DEG_HTN
RPP38,NSA2,0.754,DEG_HTN
RPP38,RPL11,0.864,DEG_HTN
RPP38,RPS7,0.974,DEG_HTN
RPS24,UTP3,0.983,DEG_HTN
RPS24,NAT10,0.972,DEG_HTN
RPS24,MTIF2,0.854,DEG_HTN
RPS24,RPS27A,0.999,DEG_HTN
RPS24,PELO,0.886,DEG_HTN
RPS24,GCN1,0.862,DEG_HTN
